,completion,score
165,0.2,-0.8138095238095238
166,0.4,-0.6633333333333333
167,1.0,-0.18
168,1.0,-0.14238095238095239
169,0.2,-0.8485714285714285
170,0.0,-0.9976190476190476
171,1.0,-0.2633333333333333
172,1.0,-0.29619047619047617
173,0.6,-0.4780952380952381
174,0.6,-0.4595238095238095
175,0.4,-0.6647619047619048
176,1.0,-0.10285714285714286
177,0.0,-0.9976190476190476
178,0.0,-0.9976190476190476
179,0.0,-0.9976190476190476
180,0.2,-0.8247619047619048
181,0.4,-0.6733333333333333
182,0.2,-0.9480952380952381
183,1.0,-0.2633333333333333
184,0.6,-0.5961904761904762
185,1.0,-0.4480952380952381
186,0.6,-0.5419047619047619
187,0.0,-0.9976190476190476
188,1.0,-0.3342857142857143
189,1.0,-0.20142857142857143
190,0.6,-0.48333333333333334
191,0.0,-0.9976190476190476
192,1.0,-0.16380952380952382
193,1.0,-0.16238095238095238
194,0.0,-0.9976190476190476
195,0.2,-0.8061904761904762
196,0.4,-0.6457142857142857
197,0.4,-0.6523809523809524
198,0.0,-0.9976190476190476
199,1.0,-0.35428571428571426
200,0.0,-0.9976190476190476
201,0.2,-0.8119047619047619
202,0.0,-0.9976190476190476
203,0.4,-0.6566666666666666
204,1.0,-0.14857142857142858
205,0.2,-0.8104761904761905
206,0.4,-0.6695238095238095
207,0.2,-0.8147619047619048
208,0.0,-0.9976190476190476
209,1.0,-0.11095238095238096
210,1.0,-0.37047619047619046
211,0.0,-0.9976190476190476
212,0.2,-0.819047619047619
213,0.4,-0.6919047619047619
214,0.4,-0.6561904761904762
215,0.6,-0.5176190476190476
216,0.2,-0.8966666666666666
217,0.2,-0.8076190476190476
218,0.0,-0.9976190476190476
219,1.0,-0.30523809523809525
220,0.4,-0.6666666666666666
221,0.4,-0.6885714285714286
222,1.0,-0.22476190476190477
223,0.2,-0.8219047619047619
224,0.6,-0.5580952380952381
225,0.6,-0.5223809523809524
226,1.0,-0.310952380952381
227,0.4,-0.6623809523809524
228,1.0,-0.36904761904761907
229,0.6,-0.5728571428571428
230,1.0,-0.11523809523809524
231,0.0,-0.9976190476190476
232,0.2,-0.9085714285714286
233,0.6,-0.56
234,1.0,-0.19142857142857142
235,0.4,-0.6704761904761904
236,0.4,-0.8166666666666667
237,1.0,-0.19428571428571428
238,0.6,-0.550952380952381
239,1.0,-0.3742857142857143
240,0.0,-0.9976190476190476
241,1.0,-0.3476190476190476
242,0.4,-0.7095238095238096
243,0.0,-0.9976190476190476
244,0.4,-0.6642857142857143
245,0.4,-0.6376190476190476
246,1.0,-0.2319047619047619
247,1.0,-0.16285714285714287
248,0.6,-0.6685714285714286
249,1.0,-0.20285714285714285
250,0.2,-0.9614285714285714
251,1.0,-0.4033333333333333
252,0.4,-0.7361904761904762
253,1.0,-0.15095238095238095
254,0.4,-0.64
255,0.2,-0.8380952380952381
256,0.0,-0.9976190476190476
257,1.0,-0.3838095238095238
258,0.2,-0.83
259,0.8,-0.4261904761904762
260,0.2,-0.8428571428571429
261,1.0,-0.1619047619047619
262,0.6,-0.4514285714285714
263,0.0,-0.9976190476190476
264,0.0,-0.9976190476190476
265,1.0,-0.21428571428571427
266,1.0,-0.15095238095238095
267,1.0,-0.3419047619047619
268,1.0,-0.37952380952380954
269,0.0,-0.9976190476190476
270,0.6,-0.5680952380952381
271,1.0,-0.26476190476190475
272,0.2,-0.8123809523809524
273,1.0,-0.14047619047619048
274,1.0,-0.22428571428571428
275,0.0,-0.9976190476190476
276,1.0,-0.19380952380952382
277,1.0,-0.42428571428571427
278,0.8,-0.40095238095238095
279,1.0,-0.2680952380952381
280,0.2,-0.8052380952380952
281,0.4,-0.6438095238095238
282,1.0,-0.20952380952380953
283,0.4,-0.6271428571428571
284,1.0,-0.2061904761904762
285,0.6,-0.4471428571428571
286,0.6,-0.5138095238095238
287,0.0,-0.9976190476190476
288,0.4,-0.7380952380952381
289,0.4,-0.7214285714285714
290,0.0,-0.9976190476190476
291,1.0,-0.09476190476190476
292,0.2,-0.810952380952381
293,0.0,-0.9976190476190476
294,1.0,-0.22714285714285715
295,0.2,-0.8304761904761905
296,1.0,-0.18428571428571427
297,0.2,-0.871904761904762
298,1.0,-0.2319047619047619
299,1.0,-0.08523809523809524
300,0.0,-0.9976190476190476
301,0.2,-0.8142857142857143
302,0.0,-0.9976190476190476
303,0.8,-0.28809523809523807
304,0.6,-0.6238095238095238
305,0.6,-0.6776190476190476
306,0.2,-0.8319047619047619
307,1.0,-0.18428571428571427
308,0.2,-0.8280952380952381
309,0.6,-0.5214285714285715
310,0.2,-0.8342857142857143
311,1.0,-0.44095238095238093
312,1.0,-0.25285714285714284
313,0.4,-0.6847619047619048
314,0.2,-0.8128571428571428
315,0.8,-0.2671428571428571
316,0.2,-0.8204761904761905
317,0.0,-0.9976190476190476
318,0.6,-0.49523809523809526
319,0.6,-0.4461904761904762
320,0.4,-0.6680952380952381
321,0.8,-0.2780952380952381
322,1.0,-0.30047619047619045
323,1.0,-0.17857142857142858
324,1.0,-0.22904761904761906
325,0.6,-0.5333333333333333
326,0.2,-0.809047619047619
327,1.0,-0.25761904761904764
328,0.0,-0.9976190476190476
329,1.0,-0.16
330,0.0,-0.9976190476190476
331,0.4,-0.8076190476190476
332,0.6,-0.45285714285714285
333,1.0,-0.21047619047619048
334,0.2,-0.9047619047619048
335,1.0,-0.2280952380952381
336,0.0,-0.9976190476190476
337,0.6,-0.4961904761904762
338,0.2,-0.809047619047619
339,0.4,-0.6904761904761905
340,1.0,-0.11761904761904762
341,0.2,-0.8304761904761905
342,1.0,-0.5719047619047619
343,1.0,-0.700952380952381
344,0.6,-0.6490476190476191
345,0.2,-0.8095238095238095
346,0.0,-0.9976190476190476
347,0.6,-0.5814285714285714
348,0.2,-0.8238095238095238
349,1.0,-0.1280952380952381
350,1.0,-0.2342857142857143
351,0.8,-0.37142857142857144
352,0.6,-0.7833333333333333
353,0.2,-0.8061904761904762
354,0.2,-0.8433333333333334
355,0.2,-0.8323809523809523
356,0.4,-0.6861904761904762
357,0.6,-0.49523809523809526
358,1.0,-0.26857142857142857
359,0.4,-0.6428571428571429
360,0.4,-0.6347619047619047
361,0.4,-0.6833333333333333
362,0.4,-0.6695238095238095
363,1.0,-0.24095238095238095
364,0.0,-0.9976190476190476
365,0.2,-0.8476190476190476
366,0.0,-0.9976190476190476
367,0.4,-0.6514285714285715
368,1.0,-0.12523809523809523
369,0.2,-0.8095238095238095
370,0.2,-0.8095238095238095
371,0.6,-0.4895238095238095
372,0.4,-0.7695238095238095
373,0.6,-0.5857142857142857
374,0.6,-0.5047619047619047
375,1.0,-0.1519047619047619
376,0.2,-0.8266666666666667
377,0.2,-0.8280952380952381
378,0.6,-0.5733333333333334
379,0.6,-0.5657142857142857
380,1.0,-0.35619047619047617
381,0.0,-0.9976190476190476
382,1.0,-0.18761904761904763
383,0.2,-0.84
384,1.0,-0.20142857142857143
385,0.2,-0.8219047619047619
386,0.2,-0.8147619047619048
387,0.0,-0.9976190476190476
388,0.2,-0.8323809523809523
389,0.4,-0.6823809523809524
390,0.6,-0.5347619047619048
391,0.4,-0.6409523809523809
392,0.2,-0.8380952380952381
393,0.6,-0.4876190476190476
394,0.6,-0.63
395,0.6,-0.67
396,0.6,-0.44476190476190475
397,0.2,-0.8647619047619047
398,1.0,-0.12428571428571429
399,0.6,-0.5138095238095238
400,0.4,-0.7095238095238096
401,0.2,-0.8295238095238096
402,0.4,-0.810952380952381
403,0.4,-0.6223809523809524
404,1.0,-0.20904761904761904
405,0.2,-0.8757142857142857
406,0.6,-0.5171428571428571
407,1.0,-0.22
408,0.8,-0.5533333333333333
409,1.0,-0.18285714285714286
410,0.4,-0.660952380952381
411,1.0,-0.09333333333333334
412,1.0,-0.25333333333333335
413,0.2,-0.8238095238095238
414,0.0,-0.9976190476190476
415,0.2,-0.8476190476190476
416,1.0,-0.09380952380952381
417,1.0,-0.34
418,0.4,-0.65
419,1.0,-0.19523809523809524
420,0.6,-0.5219047619047619
421,0.4,-0.66
422,1.0,-0.14
423,0.0,-0.9976190476190476
424,0.2,-0.8147619047619048
425,1.0,-0.15857142857142856
426,1.0,-0.22047619047619046
427,0.2,-0.8142857142857143
428,1.0,-0.2680952380952381
429,0.6,-0.4519047619047619
430,0.6,-0.4638095238095238
431,1.0,-0.11523809523809524
432,0.2,-0.8095238095238095
433,1.0,-0.16
434,1.0,-0.1676190476190476
435,1.0,-0.09571428571428571
436,1.0,-0.17047619047619048
437,0.0,-0.9976190476190476
438,1.0,-0.08428571428571428
439,0.0,-0.9976190476190476
440,1.0,-0.1880952380952381
441,1.0,-0.10952380952380952
442,1.0,-0.18142857142857144
443,1.0,-0.15095238095238095
444,0.4,-0.6428571428571429
445,0.4,-0.6566666666666666
446,1.0,-0.15619047619047619
447,0.0,-0.9976190476190476
448,0.0,-0.9976190476190476
449,1.0,-0.11952380952380952
450,0.0,-0.9976190476190476
451,1.0,-0.11095238095238096
452,1.0,-0.23142857142857143
453,0.4,-0.6238095238095238
454,0.4,-0.6661904761904762
455,0.2,-0.8280952380952381
456,0.2,-0.8295238095238096
457,0.2,-0.8228571428571428
458,0.6,-0.5104761904761905
459,0.0,-0.9976190476190476
460,0.4,-0.6214285714285714
461,0.2,-0.8447619047619047
462,1.0,-0.23047619047619047
463,0.4,-0.6476190476190476
464,0.2,-0.8238095238095238
465,0.4,-0.621904761904762
466,1.0,-0.15666666666666668
467,0.4,-0.6657142857142857
468,1.0,-0.09761904761904762
469,0.6,-0.5523809523809524
470,1.0,-0.16476190476190475
471,1.0,-0.19333333333333333
472,0.2,-0.8823809523809524
473,0.6,-0.4780952380952381
474,0.6,-0.5223809523809524
475,1.0,-0.09666666666666666
476,0.8,-0.3461904761904762
477,0.6,-0.5314285714285715
478,1.0,-0.11047619047619048
479,1.0,-0.09571428571428571
480,0.2,-0.8385714285714285
481,1.0,-0.21857142857142858
482,0.0,-0.9976190476190476
483,1.0,-0.07380952380952381
484,1.0,-0.21428571428571427
485,0.6,-0.49523809523809526
486,1.0,-0.16
487,1.0,-0.259047619047619
488,1.0,-0.16
489,0.6,-0.43761904761904763
490,0.4,-0.6395238095238095
491,0.4,-0.6595238095238095
492,1.0,-0.17666666666666667
493,1.0,-0.10142857142857142
494,0.0,-0.9976190476190476
495,0.0,-0.9976190476190476
496,0.4,-0.6423809523809524
497,1.0,-0.259047619047619
498,0.4,-0.6685714285714286
499,1.0,-0.07238095238095238
500,0.4,-0.6323809523809524
501,0.4,-0.6452380952380953
502,0.2,-0.8223809523809524
503,1.0,-0.21476190476190476
504,0.0,-0.9976190476190476
505,0.4,-0.6423809523809524
506,0.2,-0.8242857142857143
507,0.4,-0.7138095238095238
508,1.0,-0.09095238095238095
509,1.0,-0.2780952380952381
510,0.2,-0.9852380952380952
511,0.6,-0.4876190476190476
512,1.0,-0.08714285714285715
513,0.6,-0.5033333333333333
514,0.4,-0.6228571428571429
515,1.0,-0.06333333333333334
516,0.0,-0.9976190476190476
517,0.4,-0.6228571428571429
518,0.6,-0.48095238095238096
519,1.0,-0.13095238095238096
520,1.0,-0.16142857142857142
521,0.6,-0.5561904761904762
522,1.0,-0.2866666666666667
523,1.0,-0.12761904761904763
524,1.0,-0.16
525,1.0,-0.14333333333333334
526,0.2,-0.829047619047619
527,1.0,-0.15333333333333332
528,0.2,-0.8257142857142857
529,1.0,-0.09095238095238095
530,1.0,-0.2361904761904762
531,0.2,-0.8257142857142857
532,1.0,-0.10761904761904761
533,0.2,-0.8138095238095238
534,1.0,-0.2419047619047619
535,0.0,-0.9976190476190476
536,1.0,-0.10571428571428572
537,1.0,-0.1819047619047619
538,0.0,-0.9976190476190476
539,1.0,-0.06095238095238095
540,0.2,-0.8480952380952381
541,0.4,-0.6966666666666667
542,0.0,-0.9976190476190476
543,0.4,-0.6566666666666666
544,1.0,-0.11285714285714285
545,1.0,-0.11619047619047619
546,1.0,-0.14285714285714285
547,0.6,-0.5504761904761905
548,1.0,-0.22428571428571428
549,0.6,-0.45285714285714285
550,1.0,-0.1595238095238095
551,1.0,-0.17952380952380953
552,0.4,-0.6266666666666667
553,1.0,-0.14142857142857143
554,1.0,-0.08761904761904762
555,1.0,-0.2057142857142857
556,0.2,-0.8623809523809524
557,1.0,-0.13142857142857142
558,1.0,-0.15476190476190477
559,0.0,-0.9976190476190476
560,0.6,-0.4866666666666667
561,0.4,-0.6214285714285714
562,1.0,-0.11142857142857143
563,1.0,-0.06952380952380953
564,1.0,-0.3585714285714286
565,1.0,-0.20285714285714285
566,0.6,-0.4604761904761905
567,1.0,-0.08190476190476191
568,1.0,-0.13142857142857142
569,1.0,-0.12571428571428572
570,0.2,-0.8280952380952381
571,1.0,-0.22666666666666666
572,1.0,-0.13285714285714287
573,0.4,-0.6228571428571429
574,0.0,-0.9976190476190476
575,0.0,-0.9976190476190476
576,0.0,-0.9976190476190476
577,0.2,-0.8152380952380952
578,1.0,-0.15571428571428572
579,0.2,-0.829047619047619
580,0.0,-0.9976190476190476
581,0.2,-0.8271428571428572
582,1.0,-0.10714285714285714
583,1.0,-0.08666666666666667
584,1.0,-0.19428571428571428
585,0.4,-0.6895238095238095
586,0.4,-0.6585714285714286
587,0.2,-0.8104761904761905
588,0.4,-0.7076190476190476
589,1.0,-0.20047619047619047
590,1.0,-0.10428571428571429
591,1.0,-0.08714285714285715
592,1.0,-0.10714285714285714
593,1.0,-0.08666666666666667
594,0.0,-0.9976190476190476
595,1.0,-0.09952380952380953
596,1.0,-0.2357142857142857
597,1.0,-0.13714285714285715
598,0.4,-0.6228571428571429
599,0.0,-0.9976190476190476
600,1.0,-0.1442857142857143
601,1.0,-0.08095238095238096
602,1.0,-0.1357142857142857
603,1.0,-0.23
604,1.0,-0.2138095238095238
605,1.0,-0.1438095238095238
606,0.6,-0.47333333333333333
607,0.4,-0.6228571428571429
608,1.0,-0.15047619047619049
609,0.6,-0.43761904761904763
610,0.0,-0.9976190476190476
611,1.0,-0.1061904761904762
612,0.4,-0.6257142857142857
613,0.0,-0.9976190476190476
614,0.4,-0.621904761904762
615,0.6,-0.5019047619047619
616,1.0,-0.19666666666666666
617,0.4,-0.650952380952381
618,1.0,-0.12857142857142856
619,0.0,-0.9976190476190476
620,0.6,-0.49857142857142855
621,1.0,-0.19428571428571428
622,0.4,-0.6547619047619048
623,0.2,-0.8228571428571428
624,1.0,-0.09142857142857143
625,1.0,-0.11666666666666667
626,1.0,-0.16380952380952382
627,1.0,-0.2061904761904762
628,0.8,-0.2714285714285714
629,0.2,-0.8242857142857143
630,1.0,-0.13333333333333333
631,0.2,-0.8452380952380952
632,1.0,-0.2976190476190476
633,1.0,-0.08
634,1.0,-0.12428571428571429
635,1.0,-0.08095238095238096
636,1.0,-0.21904761904761905
637,0.4,-0.6823809523809524
638,0.6,-0.4695238095238095
639,1.0,-0.21761904761904763
640,0.0,-0.9976190476190476
641,0.2,-0.8104761904761905
642,0.4,-0.6271428571428571
643,1.0,-0.13380952380952382
644,0.0,-0.9976190476190476
645,1.0,-0.14809523809523809
646,1.0,-0.1461904761904762
647,0.4,-0.6457142857142857
648,0.2,-0.8114285714285714
649,0.4,-0.6533333333333333
650,1.0,-0.0980952380952381
651,1.0,-0.19238095238095237
652,0.2,-0.829047619047619
653,0.2,-0.9128571428571428
654,1.0,-0.21
655,0.0,-0.9976190476190476
656,0.4,-0.6561904761904762
657,1.0,-0.07857142857142857
658,1.0,-0.12380952380952381
659,0.2,-0.8280952380952381
660,1.0,-0.2538095238095238
661,1.0,-0.2119047619047619
662,0.8,-0.29714285714285715
663,1.0,-0.1438095238095238
664,0.0,-0.9976190476190476
665,0.6,-0.5357142857142857
666,1.0,-0.11190476190476191
667,1.0,-0.2866666666666667
668,0.4,-0.621904761904762
669,0.6,-0.49523809523809526
670,1.0,-0.08571428571428572
671,0.4,-0.6585714285714286
672,1.0,-0.19285714285714287
673,0.0,-0.9976190476190476
674,0.0,-0.9976190476190476
675,0.4,-0.6342857142857142
676,0.0,-0.9976190476190476
677,1.0,-0.06952380952380953
678,0.4,-0.6823809523809524
679,0.0,-0.9976190476190476
680,1.0,-0.19666666666666666
681,0.0,-0.9976190476190476
682,0.0,-0.9976190476190476
683,1.0,-0.13285714285714287
684,0.6,-0.5119047619047619
685,1.0,-0.09904761904761905
686,0.6,-0.4523809523809524
687,1.0,-0.08761904761904762
688,0.2,-0.8095238095238095
689,1.0,-0.15285714285714286
690,1.0,-0.06142857142857143
691,0.4,-0.7528571428571429
692,0.4,-0.68
693,0.2,-0.8233333333333334
694,0.2,-0.81
695,1.0,-0.21047619047619048
696,0.6,-0.4928571428571429
697,0.6,-0.4804761904761905
698,0.4,-0.7619047619047619
699,0.4,-0.6390476190476191
700,1.0,-0.19904761904761906
701,1.0,-0.2357142857142857
702,0.2,-0.8457142857142858
703,0.2,-0.8147619047619048
704,0.4,-0.6461904761904762
705,1.0,-0.24523809523809523
706,1.0,-0.19047619047619047
707,1.0,-0.09761904761904762
708,0.2,-0.8447619047619047
709,1.0,-0.13476190476190475
710,1.0,-0.19238095238095237
711,1.0,-0.17476190476190476
712,0.0,-0.9976190476190476
713,0.6,-0.5466666666666666
714,1.0,-0.16333333333333333
715,0.6,-0.490952380952381
716,1.0,-0.1980952380952381
717,1.0,-0.16142857142857142
718,0.6,-0.4980952380952381
719,0.2,-0.8052380952380952
720,0.0,-0.9976190476190476
721,1.0,-0.11190476190476191
722,0.2,-0.8095238095238095
723,1.0,-0.15619047619047619
724,1.0,-0.15095238095238095
725,0.6,-0.4280952380952381
726,1.0,-0.26095238095238094
727,1.0,-0.16714285714285715
728,0.4,-0.660952380952381
729,0.0,-0.9976190476190476
730,0.0,-0.9976190476190476
731,0.2,-0.8909523809523809
732,1.0,-0.09952380952380953
733,0.6,-0.4757142857142857
734,1.0,-0.09428571428571429
735,1.0,-0.14142857142857143
736,1.0,-0.16428571428571428
737,0.4,-0.6519047619047619
738,1.0,-0.17047619047619048
739,0.0,-0.9976190476190476
740,0.0,-0.9976190476190476
741,0.6,-0.4695238095238095
742,1.0,-0.07714285714285714
743,0.2,-0.8147619047619048
744,1.0,-0.09047619047619047
745,1.0,-0.19142857142857142
746,0.6,-0.5619047619047619
747,1.0,-0.10952380952380952
748,1.0,-0.16
749,1.0,-0.16666666666666666
750,1.0,-0.09904761904761905
751,0.6,-0.5228571428571429
752,1.0,-0.2057142857142857
753,1.0,-0.11904761904761904
754,0.0,-0.9976190476190476
755,0.8,-0.42952380952380953
756,1.0,-0.09952380952380953
757,1.0,-0.11047619047619048
758,0.4,-0.6428571428571429
759,0.6,-0.49714285714285716
760,1.0,-0.23142857142857143
761,1.0,-0.08571428571428572
762,1.0,-0.21333333333333335
763,1.0,-0.14
764,0.2,-0.8471428571428572
765,1.0,-0.19238095238095237
766,0.6,-0.4542857142857143
767,0.2,-0.8223809523809524
768,1.0,-0.07904761904761905
769,0.2,-0.8295238095238096
770,1.0,-0.1880952380952381
771,0.0,-0.9976190476190476
772,0.4,-0.6519047619047619
773,0.8,-0.4076190476190476
774,1.0,-0.18333333333333332
775,0.0,-0.9976190476190476
776,0.2,-0.8261904761904761
777,1.0,-0.062380952380952384
778,1.0,-0.14
779,1.0,-0.04523809523809524
780,1.0,-0.19666666666666666
781,1.0,-0.1180952380952381
782,0.6,-0.5
783,1.0,-0.20952380952380953
784,0.2,-0.8276190476190476
785,1.0,-0.16142857142857142
786,0.6,-0.5319047619047619
787,1.0,-0.07
788,1.0,-0.1380952380952381
789,1.0,-0.13476190476190475
790,0.6,-0.45095238095238094
791,1.0,-0.1219047619047619
792,1.0,-0.060476190476190475
793,1.0,-0.13523809523809524
794,1.0,-0.2623809523809524
795,1.0,-0.16952380952380952
796,0.8,-0.24714285714285714
797,1.0,-0.1019047619047619
798,1.0,-0.09380952380952381
799,0.4,-0.6352380952380953
800,0.4,-0.6580952380952381
801,0.6,-0.4704761904761905
802,1.0,-0.1019047619047619
803,1.0,-0.17333333333333334
804,0.4,-0.6533333333333333
805,0.0,-0.9976190476190476
806,0.6,-0.48857142857142855
807,0.6,-0.4523809523809524
808,1.0,-0.1957142857142857
809,1.0,-0.25142857142857145
810,0.2,-0.8433333333333334
811,0.4,-0.6442857142857142
812,0.4,-0.7038095238095238
813,1.0,-0.09904761904761905
814,1.0,-0.07523809523809524
815,0.4,-0.7266666666666667
816,0.6,-0.5623809523809524
817,0.2,-0.810952380952381
818,0.0,-0.9976190476190476
819,1.0,-0.12047619047619047
820,1.0,-0.14809523809523809
821,0.2,-0.81
822,0.2,-0.8319047619047619
823,0.4,-0.6328571428571429
824,1.0,-0.10142857142857142
825,0.2,-0.8447619047619047
826,0.4,-0.6942857142857143
827,1.0,-0.16238095238095238
828,0.2,-0.809047619047619
829,1.0,-0.08
830,1.0,-0.14142857142857143
831,1.0,-0.1823809523809524
832,0.4,-0.7238095238095238
833,1.0,-0.17904761904761904
834,1.0,-0.12142857142857143
835,0.4,-0.6695238095238095
836,1.0,-0.21714285714285714
837,1.0,-0.06476190476190476
838,1.0,-0.2438095238095238
839,0.0,-0.9976190476190476
840,1.0,-0.2257142857142857
841,0.0,-0.9976190476190476
842,0.2,-0.8357142857142857
843,0.0,-0.9976190476190476
844,1.0,-0.055714285714285716
845,1.0,-0.15571428571428572
846,1.0,-0.10809523809523809
847,0.0,-0.9976190476190476
848,0.0,-0.9976190476190476
849,0.2,-0.81
850,1.0,-0.1619047619047619
851,1.0,-0.1419047619047619
852,1.0,-0.1676190476190476
853,0.2,-0.8833333333333333
854,0.6,-0.4895238095238095
855,1.0,-0.14285714285714285
856,1.0,-0.11095238095238096
857,0.4,-0.6366666666666667
858,1.0,-0.11952380952380952
859,0.0,-0.9976190476190476
860,1.0,-0.18285714285714286
861,1.0,-0.08761904761904762
862,1.0,-0.12476190476190477
863,1.0,-0.14666666666666667
864,0.0,-0.9976190476190476
865,1.0,-0.13
866,1.0,-0.12714285714285714
867,1.0,-0.17809523809523808
868,0.2,-0.8247619047619048
869,0.2,-0.8104761904761905
870,1.0,-0.17047619047619048
871,1.0,-0.1976190476190476
872,1.0,-0.15666666666666668
873,1.0,-0.21428571428571427
874,0.6,-0.5071428571428571
875,1.0,-0.10904761904761905
876,0.4,-0.6671428571428571
877,0.6,-0.4895238095238095
878,0.6,-0.43142857142857144
879,1.0,-0.11
880,1.0,-0.1880952380952381
881,1.0,-0.07809523809523809
882,0.2,-0.8509523809523809
883,1.0,-0.11666666666666667
884,0.4,-0.6414285714285715
885,0.6,-0.4857142857142857
886,1.0,-0.16285714285714287
