,completion,score
165,0.6,-0.4523809523809524
166,1.0,-0.2
167,0.0,-0.9976190476190476
168,0.4,-0.638095238095238
169,0.2,-0.8376190476190476
170,0.6,-0.4580952380952381
171,0.6,-0.5319047619047619
172,0.6,-0.5442857142857143
173,1.0,-0.13095238095238096
174,0.2,-0.8814285714285715
175,0.0,-0.9976190476190476
176,0.4,-0.7114285714285714
177,0.4,-0.6652380952380952
178,1.0,-0.25857142857142856
179,0.2,-0.8419047619047619
180,1.0,-0.27714285714285714
181,1.0,-0.36238095238095236
182,0.2,-0.8452380952380952
183,0.0,-0.9976190476190476
184,0.4,-0.7728571428571429
185,1.0,-0.18857142857142858
186,0.2,-0.8328571428571429
187,1.0,-0.26857142857142857
188,1.0,-0.20142857142857143
189,1.0,-0.08952380952380952
190,0.6,-0.5185714285714286
191,0.0,-0.9976190476190476
192,0.0,-0.9976190476190476
193,0.6,-0.4638095238095238
194,0.4,-0.6819047619047619
195,1.0,-0.38952380952380955
196,0.2,-0.8342857142857143
197,0.6,-0.6223809523809524
198,1.0,-0.20285714285714285
199,0.0,-0.9976190476190476
200,1.0,-0.14809523809523809
201,1.0,-0.2280952380952381
202,0.2,-0.8052380952380952
203,0.2,-0.8319047619047619
204,1.0,-0.17857142857142858
205,0.0,-0.9976190476190476
206,0.6,-0.4838095238095238
207,0.0,-0.9976190476190476
208,0.4,-0.6390476190476191
209,0.2,-0.8414285714285714
210,0.8,-0.6390476190476191
211,0.8,-0.3028571428571429
212,0.2,-0.82
213,1.0,-0.29428571428571426
214,1.0,-0.2695238095238095
215,0.6,-0.55
216,0.2,-0.8690476190476191
217,0.2,-0.8514285714285714
218,0.6,-0.46476190476190476
219,1.0,-0.16523809523809524
220,1.0,-0.20523809523809525
221,0.0,-0.9976190476190476
222,0.4,-0.7085714285714285
223,0.2,-0.8842857142857142
224,1.0,-0.3852380952380952
225,0.4,-0.8247619047619048
226,1.0,-0.34523809523809523
227,1.0,-0.4738095238095238
228,1.0,-0.2938095238095238
229,0.0,-0.9976190476190476
230,0.4,-0.7228571428571429
231,0.0,-0.9976190476190476
232,0.6,-0.52
233,0.0,-0.9976190476190476
234,0.6,-0.6714285714285714
235,0.4,-0.7323809523809524
236,0.0,-0.9976190476190476
237,0.0,-0.9976190476190476
238,1.0,-0.21714285714285714
239,1.0,-0.15285714285714286
240,0.6,-0.5766666666666667
241,1.0,-0.2723809523809524
242,0.2,-0.8061904761904762
243,0.4,-0.6338095238095238
244,1.0,-0.3252380952380952
245,1.0,-0.20047619047619047
246,1.0,-0.12285714285714286
247,0.4,-0.6904761904761905
248,1.0,-0.23333333333333334
249,0.2,-0.8147619047619048
250,0.6,-0.5966666666666667
251,0.2,-0.8095238095238095
252,1.0,-0.09857142857142857
253,0.0,-0.9976190476190476
254,0.0,-0.9976190476190476
255,0.2,-0.8052380952380952
256,1.0,-0.2423809523809524
257,0.4,-0.7095238095238096
258,0.6,-0.5252380952380953
259,0.4,-0.7233333333333334
260,1.0,-0.15333333333333332
261,0.4,-0.6385714285714286
262,0.4,-0.6233333333333333
263,0.6,-0.48142857142857143
264,0.2,-0.8114285714285714
265,0.2,-0.8152380952380952
266,1.0,-0.5361904761904762
267,0.2,-0.8538095238095238
268,1.0,-0.23095238095238096
269,0.0,-0.9976190476190476
270,1.0,-0.15095238095238095
271,0.0,-0.9976190476190476
272,0.2,-0.8266666666666667
273,0.6,-0.44857142857142857
274,1.0,-0.08
275,0.6,-0.85
276,0.0,-0.9976190476190476
277,0.2,-0.8295238095238096
278,0.4,-0.7480952380952381
279,0.6,-0.5385714285714286
280,0.2,-0.8747619047619047
281,0.4,-0.6395238095238095
282,0.2,-0.8361904761904762
283,0.6,-0.4666666666666667
284,0.0,-0.9976190476190476
285,1.0,-0.27095238095238094
286,0.0,-0.9976190476190476
287,0.0,-0.9976190476190476
288,1.0,-0.2257142857142857
289,1.0,-0.21
290,0.0,-0.9976190476190476
291,0.4,-0.7028571428571428
292,0.2,-0.8414285714285714
293,1.0,-0.26904761904761904
294,0.6,-0.4719047619047619
295,0.0,-0.9976190476190476
296,1.0,-0.14285714285714285
297,0.4,-0.7180952380952381
298,1.0,-0.2652380952380952
299,0.0,-0.9976190476190476
300,0.0,-0.9976190476190476
301,0.0,-0.9976190476190476
302,0.0,-0.9976190476190476
303,1.0,-0.17666666666666667
304,0.2,-0.8733333333333333
305,1.0,-0.15619047619047619
306,0.4,-0.6295238095238095
307,1.0,-0.18523809523809523
308,1.0,-0.2680952380952381
309,0.0,-0.9976190476190476
310,1.0,-0.41523809523809524
311,0.2,-0.8095238095238095
312,0.4,-0.6423809523809524
313,1.0,-0.19476190476190477
314,0.0,-0.9976190476190476
315,1.0,-0.6004761904761905
316,1.0,-0.08523809523809524
317,0.6,-0.7347619047619047
318,0.4,-0.6638095238095238
319,0.2,-0.8214285714285714
320,0.4,-0.6428571428571429
321,1.0,-0.2042857142857143
322,1.0,-0.15333333333333332
323,0.2,-0.8285714285714286
324,0.4,-0.6742857142857143
325,0.0,-0.9976190476190476
326,1.0,-0.1538095238095238
327,1.0,-0.22285714285714286
328,0.6,-0.5371428571428571
329,1.0,-0.4580952380952381
330,1.0,-0.08142857142857143
331,0.4,-0.6433333333333333
332,1.0,-0.16476190476190475
333,0.4,-0.6395238095238095
334,0.4,-0.6447619047619048
335,1.0,-0.1961904761904762
336,0.6,-0.4666666666666667
337,0.0,-0.9976190476190476
338,1.0,-0.16904761904761906
339,0.2,-0.8895238095238095
340,1.0,-0.3295238095238095
341,1.0,-0.16
342,0.2,-0.871904761904762
343,0.6,-0.4704761904761905
344,0.6,-0.46095238095238095
345,1.0,-0.23714285714285716
346,0.0,-0.9976190476190476
347,0.4,-0.7095238095238096
348,0.6,-0.4533333333333333
349,1.0,-0.21761904761904763
350,0.2,-0.8261904761904761
351,1.0,-0.11047619047619048
352,1.0,-0.14857142857142858
353,1.0,-0.18142857142857144
354,0.8,-0.37523809523809526
355,0.2,-0.929047619047619
356,0.2,-0.8047619047619048
357,0.2,-0.81
358,0.4,-0.6895238095238095
359,0.4,-0.6228571428571429
360,0.4,-0.6442857142857142
361,1.0,-0.14142857142857143
362,1.0,-0.1742857142857143
363,0.2,-0.8142857142857143
364,1.0,-0.17809523809523808
365,0.2,-0.8214285714285714
366,0.0,-0.9976190476190476
367,1.0,-0.32142857142857145
368,0.4,-0.6561904761904762
369,0.8,-0.31952380952380954
370,0.4,-0.6233333333333333
371,0.6,-0.4976190476190476
372,1.0,-0.19714285714285715
373,1.0,-0.11
374,1.0,-0.36238095238095236
375,0.6,-0.5304761904761904
376,0.6,-0.5090476190476191
377,1.0,-0.20904761904761904
378,1.0,-0.16238095238095238
379,1.0,-0.10238095238095238
380,1.0,-0.13428571428571429
381,1.0,-0.07857142857142857
382,1.0,-0.44
383,0.6,-0.4576190476190476
384,0.6,-0.5623809523809524
385,0.6,-0.5114285714285715
386,0.6,-0.4461904761904762
387,1.0,-0.08285714285714285
388,1.0,-0.13428571428571429
389,0.0,-0.9976190476190476
390,0.4,-0.6871428571428572
391,0.8,-0.46523809523809523
392,0.2,-0.8128571428571428
393,1.0,-0.05857142857142857
394,0.6,-0.4576190476190476
395,0.4,-0.6519047619047619
396,0.8,-0.35333333333333333
397,0.2,-0.8304761904761905
398,0.4,-0.6228571428571429
399,0.2,-0.8404761904761905
400,0.8,-0.3585714285714286
401,1.0,-0.09761904761904762
402,0.6,-0.4480952380952381
403,1.0,-0.20285714285714285
404,1.0,-0.20285714285714285
405,0.4,-0.6223809523809524
406,0.2,-0.8095238095238095
407,0.0,-0.9976190476190476
408,1.0,-0.1761904761904762
409,1.0,-0.2804761904761905
410,0.0,-0.9976190476190476
411,0.2,-0.8085714285714286
412,0.4,-0.6309523809523809
413,0.6,-0.4514285714285714
414,0.2,-0.8361904761904762
415,0.6,-0.48523809523809525
416,0.4,-0.6466666666666666
417,1.0,-0.25047619047619046
418,0.4,-0.6871428571428572
419,1.0,-0.17857142857142858
420,0.2,-0.8057142857142857
421,1.0,-0.23047619047619047
422,1.0,-0.09380952380952381
423,0.0,-0.9976190476190476
424,0.2,-0.8371428571428572
425,0.4,-0.6647619047619048
426,0.6,-0.5090476190476191
427,0.0,-0.9976190476190476
428,1.0,-0.18666666666666668
429,1.0,-0.0680952380952381
430,0.4,-0.650952380952381
431,1.0,-0.07428571428571429
432,1.0,-0.2947619047619048
433,0.6,-0.43952380952380954
434,1.0,-0.07523809523809524
435,0.2,-0.8095238095238095
436,1.0,-0.1442857142857143
437,0.2,-0.81
438,1.0,-0.07476190476190477
439,0.0,-0.9976190476190476
440,0.4,-0.6871428571428572
441,0.4,-0.6223809523809524
442,0.6,-0.6233333333333333
443,1.0,-0.0880952380952381
444,1.0,-0.07809523809523809
445,0.6,-0.5357142857142857
446,0.4,-0.6552380952380953
447,0.6,-0.6204761904761905
448,1.0,-0.10666666666666667
449,1.0,-0.24285714285714285
450,0.0,-0.9976190476190476
451,0.2,-0.8233333333333334
452,1.0,-0.07761904761904762
453,0.0,-0.9976190476190476
454,1.0,-0.06523809523809523
455,1.0,-0.08952380952380952
456,1.0,-0.27380952380952384
457,1.0,-0.1376190476190476
458,0.4,-0.6714285714285714
459,1.0,-0.14333333333333334
460,0.4,-0.6780952380952381
461,0.6,-0.4361904761904762
462,1.0,-0.12904761904761905
463,1.0,-0.2357142857142857
464,0.2,-0.8247619047619048
465,0.6,-0.46904761904761905
466,0.2,-0.81
467,0.2,-0.81
468,1.0,-0.12238095238095238
469,1.0,-0.2580952380952381
470,0.2,-0.8052380952380952
471,1.0,-0.12714285714285714
472,1.0,-0.15666666666666668
473,1.0,-0.3395238095238095
474,1.0,-0.08952380952380952
475,1.0,-0.19
476,0.6,-0.4419047619047619
477,1.0,-0.1438095238095238
478,1.0,-0.36333333333333334
479,1.0,-0.15523809523809523
480,0.2,-0.8371428571428572
481,0.6,-0.48238095238095235
482,1.0,-0.12714285714285714
483,1.0,-0.11047619047619048
484,1.0,-0.11285714285714285
485,1.0,-0.32095238095238093
486,1.0,-0.24047619047619048
487,1.0,-0.15857142857142856
488,0.6,-0.5566666666666666
489,1.0,-0.14238095238095239
490,0.4,-0.6242857142857143
491,1.0,-0.16
492,0.6,-0.5957142857142858
493,0.4,-0.6976190476190476
494,1.0,-0.09904761904761905
495,0.4,-0.6566666666666666
496,0.2,-0.8095238095238095
497,0.4,-0.628095238095238
498,0.4,-0.6242857142857143
499,0.4,-0.6471428571428571
500,1.0,-0.10523809523809524
501,0.0,-0.9976190476190476
502,1.0,-0.08714285714285715
503,1.0,-0.16380952380952382
504,1.0,-0.15
505,1.0,-0.21761904761904763
506,1.0,-0.11095238095238096
507,0.0,-0.9976190476190476
508,0.8,-0.32476190476190475
509,1.0,-0.20761904761904762
510,0.0,-0.9976190476190476
511,1.0,-0.09476190476190476
512,1.0,-0.23
513,0.6,-0.5042857142857143
514,1.0,-0.36142857142857143
515,1.0,-0.1980952380952381
516,1.0,-0.44142857142857145
517,1.0,-0.12571428571428572
518,0.2,-0.8228571428571428
519,0.4,-0.6628571428571428
520,0.2,-0.8104761904761905
521,0.2,-0.8461904761904762
522,1.0,-0.22238095238095237
523,1.0,-0.18142857142857144
524,0.2,-0.8314285714285714
525,0.2,-0.8142857142857143
526,0.6,-0.5047619047619047
527,0.6,-0.47
528,0.6,-0.4666666666666667
529,1.0,-0.17095238095238094
530,1.0,-0.13238095238095238
531,0.2,-0.8095238095238095
532,0.4,-0.6228571428571429
533,0.2,-0.8147619047619048
534,1.0,-0.16095238095238096
535,1.0,-0.1757142857142857
536,0.0,-0.9976190476190476
537,1.0,-0.06523809523809523
538,1.0,-0.06095238095238095
539,0.4,-0.6952380952380952
540,1.0,-0.0419047619047619
541,1.0,-0.14857142857142858
542,1.0,-0.1376190476190476
543,0.0,-0.9976190476190476
544,1.0,-0.17
545,0.2,-0.8095238095238095
546,1.0,-0.2895238095238095
547,0.4,-0.6961904761904761
548,0.6,-0.49952380952380954
549,1.0,-0.18047619047619048
550,0.2,-0.8433333333333334
551,0.2,-0.8114285714285714
552,0.6,-0.48714285714285716
553,0.2,-0.8323809523809523
554,0.4,-0.6233333333333333
555,1.0,-0.1280952380952381
556,1.0,-0.0719047619047619
557,0.4,-0.6761904761904762
558,0.4,-0.6228571428571429
559,1.0,-0.24285714285714285
560,1.0,-0.18761904761904763
561,0.4,-0.6657142857142857
562,1.0,-0.12714285714285714
563,1.0,-0.12142857142857143
564,0.0,-0.9976190476190476
565,1.0,-0.11047619047619048
566,1.0,-0.1138095238095238
567,0.4,-0.6580952380952381
568,0.4,-0.6480952380952381
569,1.0,-0.09238095238095238
570,1.0,-0.259047619047619
571,1.0,-0.06523809523809523
572,0.2,-0.8623809523809524
573,0.6,-0.4380952380952381
574,1.0,-0.08333333333333333
575,1.0,-0.10809523809523809
576,0.0,-0.9976190476190476
577,0.4,-0.6623809523809524
578,0.0,-0.9976190476190476
579,1.0,-0.1523809523809524
580,0.6,-0.5419047619047619
581,0.0,-0.9976190476190476
582,0.6,-0.5247619047619048
583,1.0,-0.32857142857142857
584,1.0,-0.1361904761904762
585,0.0,-0.9976190476190476
586,0.0,-0.9976190476190476
587,1.0,-0.07142857142857142
588,0.6,-0.5014285714285714
589,1.0,-0.14476190476190476
590,1.0,-0.17714285714285713
591,0.6,-0.5023809523809524
592,1.0,-0.08523809523809524
593,1.0,-0.24047619047619048
594,1.0,-0.1061904761904762
595,1.0,-0.06
596,0.4,-0.6557142857142857
597,1.0,-0.10857142857142857
598,0.4,-0.6133333333333333
599,0.0,-0.9976190476190476
600,0.6,-0.6004761904761905
601,0.2,-0.8152380952380952
602,1.0,-0.17
603,0.4,-0.6880952380952381
604,0.0,-0.9976190476190476
605,0.4,-0.6271428571428571
606,1.0,-0.12476190476190477
607,0.6,-0.4666666666666667
608,0.6,-0.5014285714285714
609,0.0,-0.9976190476190476
610,1.0,-0.07
611,0.2,-0.8338095238095238
612,1.0,-0.1219047619047619
613,0.0,-0.9976190476190476
614,1.0,-0.10476190476190476
615,0.4,-0.6604761904761904
616,0.6,-0.4723809523809524
617,1.0,-0.07761904761904762
618,1.0,-0.11047619047619048
619,0.0,-0.9976190476190476
620,0.2,-0.8228571428571428
621,0.4,-0.6495238095238095
622,0.0,-0.9976190476190476
623,1.0,-0.09095238095238095
624,0.2,-0.839047619047619
625,1.0,-0.06095238095238095
626,0.2,-0.8104761904761905
627,0.2,-0.8047619047619048
628,0.6,-0.4585714285714286
629,1.0,-0.10523809523809524
630,0.4,-0.6371428571428571
631,0.4,-0.670952380952381
632,1.0,-0.14857142857142858
633,0.0,-0.9976190476190476
634,1.0,-0.08761904761904762
635,0.4,-0.6904761904761905
636,0.0,-0.9976190476190476
637,1.0,-0.20285714285714285
638,0.6,-0.5147619047619048
639,1.0,-0.08952380952380952
640,1.0,-0.1180952380952381
641,0.4,-0.6414285714285715
642,1.0,-0.13142857142857142
643,1.0,-0.21857142857142858
644,0.4,-0.65
645,1.0,-0.12
646,0.4,-0.6614285714285715
647,0.6,-0.5114285714285715
648,0.2,-0.8304761904761905
649,0.4,-0.6571428571428571
650,1.0,-0.18095238095238095
651,0.2,-0.8419047619047619
652,1.0,-0.3061904761904762
653,1.0,-0.11285714285714285
654,0.4,-0.66
655,0.2,-0.8138095238095238
656,0.2,-0.8371428571428572
657,0.2,-0.8314285714285714
658,1.0,-0.12904761904761905
659,0.6,-0.560952380952381
660,1.0,-0.12142857142857143
661,1.0,-0.23666666666666666
662,0.0,-0.9976190476190476
663,1.0,-0.16666666666666666
664,0.6,-0.4523809523809524
665,1.0,-0.06714285714285714
666,0.4,-0.621904761904762
667,1.0,-0.24523809523809523
668,1.0,-0.21619047619047618
669,0.0,-0.9976190476190476
670,0.2,-0.810952380952381
671,1.0,-0.12904761904761905
672,0.0,-0.9976190476190476
673,1.0,-0.12380952380952381
674,0.0,-0.9976190476190476
675,0.0,-0.9976190476190476
676,1.0,-0.14809523809523809
677,1.0,-0.1661904761904762
678,1.0,-0.16380952380952382
679,0.0,-0.9976190476190476
680,1.0,-0.09380952380952381
681,0.4,-0.6419047619047619
682,1.0,-0.16095238095238096
683,1.0,-0.1280952380952381
684,0.4,-0.6714285714285714
685,0.2,-0.809047619047619
686,0.0,-0.9976190476190476
687,1.0,-0.12666666666666668
688,0.4,-0.6980952380952381
689,0.6,-0.43952380952380954
690,0.4,-0.6957142857142857
691,1.0,-0.2219047619047619
692,1.0,-0.20666666666666667
693,1.0,-0.20142857142857143
694,1.0,-0.19714285714285715
695,0.6,-0.4876190476190476
696,0.4,-0.6633333333333333
697,0.6,-0.5123809523809524
698,0.4,-0.6895238095238095
699,0.0,-0.9976190476190476
700,0.6,-0.4604761904761905
701,0.6,-0.5319047619047619
702,0.0,-0.9976190476190476
703,0.2,-0.8095238095238095
704,1.0,-0.08190476190476191
705,1.0,-0.08523809523809524
706,1.0,-0.2338095238095238
707,1.0,-0.07285714285714286
708,1.0,-0.31952380952380954
709,1.0,-0.2257142857142857
710,1.0,-0.16666666666666666
711,0.6,-0.44285714285714284
712,0.6,-0.4976190476190476
713,1.0,-0.13428571428571429
714,1.0,-0.09857142857142857
715,1.0,-0.10952380952380952
716,0.8,-0.3585714285714286
717,0.4,-0.6638095238095238
718,0.2,-0.8585714285714285
719,1.0,-0.13285714285714287
720,1.0,-0.17714285714285713
721,0.6,-0.45476190476190476
722,0.6,-0.44952380952380955
723,0.2,-0.8152380952380952
724,0.0,-0.9976190476190476
725,1.0,-0.07523809523809524
726,1.0,-0.17047619047619048
727,1.0,-0.062380952380952384
728,1.0,-0.1738095238095238
729,1.0,-0.30428571428571427
730,0.2,-0.8047619047619048
731,1.0,-0.21714285714285714
732,0.4,-0.660952380952381
733,1.0,-0.16523809523809524
734,0.2,-0.8095238095238095
735,1.0,-0.1738095238095238
736,1.0,-0.0980952380952381
737,0.2,-0.820952380952381
738,0.4,-0.6228571428571429
739,0.0,-0.9976190476190476
740,0.0,-0.9976190476190476
741,0.6,-0.4471428571428571
742,0.0,-0.9976190476190476
743,0.4,-0.6323809523809524
744,1.0,-0.2276190476190476
745,0.4,-0.7123809523809523
746,1.0,-0.09380952380952381
747,0.0,-0.9976190476190476
748,1.0,-0.11238095238095239
749,1.0,-0.12
750,1.0,-0.11
751,1.0,-0.11428571428571428
752,1.0,-0.08666666666666667
753,0.0,-0.9976190476190476
754,1.0,-0.20285714285714285
755,1.0,-0.13380952380952382
756,0.6,-0.42857142857142855
757,0.2,-0.81
758,0.4,-0.6228571428571429
759,0.4,-0.6580952380952381
760,0.2,-0.8452380952380952
761,1.0,-0.06142857142857143
762,1.0,-0.18333333333333332
763,1.0,-0.18142857142857144
764,1.0,-0.20952380952380953
765,1.0,-0.08095238095238096
766,1.0,-0.07428571428571429
767,1.0,-0.11
768,1.0,-0.1061904761904762
769,1.0,-0.13476190476190475
770,1.0,-0.07428571428571429
771,1.0,-0.17285714285714285
772,1.0,-0.14285714285714285
773,0.4,-0.6228571428571429
774,1.0,-0.07285714285714286
775,1.0,-0.2419047619047619
776,1.0,-0.1019047619047619
777,1.0,-0.11904761904761904
778,0.6,-0.45285714285714285
779,0.0,-0.9976190476190476
780,0.2,-0.81
781,0.6,-0.5290476190476191
782,0.6,-0.4766666666666667
783,0.6,-0.44047619047619047
784,1.0,-0.15714285714285714
785,1.0,-0.14666666666666667
786,0.6,-0.4576190476190476
787,0.4,-0.6404761904761904
788,1.0,-0.10761904761904761
789,0.6,-0.5
790,1.0,-0.1442857142857143
791,1.0,-0.16952380952380952
792,1.0,-0.16666666666666666
793,1.0,-0.16857142857142857
794,0.4,-0.6228571428571429
795,0.2,-0.810952380952381
796,1.0,-0.3942857142857143
797,0.4,-0.6352380952380953
798,0.0,-0.9976190476190476
799,1.0,-0.21523809523809523
800,1.0,-0.12571428571428572
801,0.0,-0.9976190476190476
802,0.6,-0.5085714285714286
803,0.0,-0.9976190476190476
804,1.0,-0.13523809523809524
805,1.0,-0.0880952380952381
806,1.0,-0.16095238095238096
807,0.8,-0.25523809523809526
808,1.0,-0.13904761904761906
809,0.2,-0.8457142857142858
810,1.0,-0.06619047619047619
811,1.0,-0.23142857142857143
812,0.4,-0.6652380952380952
813,1.0,-0.14333333333333334
814,0.0,-0.9976190476190476
815,0.4,-0.6142857142857143
816,1.0,-0.15476190476190477
817,1.0,-0.08285714285714285
818,1.0,-0.17523809523809525
819,1.0,-0.13333333333333333
820,0.4,-0.6885714285714286
821,0.2,-0.81
822,1.0,-0.09238095238095238
823,1.0,-0.1738095238095238
824,1.0,-0.15333333333333332
825,1.0,-0.13952380952380952
826,0.0,-0.9976190476190476
827,1.0,-0.12857142857142856
828,1.0,-0.21285714285714286
829,1.0,-0.22380952380952382
830,0.0,-0.9976190476190476
831,1.0,-0.10761904761904761
832,1.0,-0.2019047619047619
833,1.0,-0.1019047619047619
834,0.6,-0.4642857142857143
835,1.0,-0.1895238095238095
836,1.0,-0.08476190476190476
837,1.0,-0.15714285714285714
838,1.0,-0.10761904761904761
839,0.0,-0.9976190476190476
840,1.0,-0.1538095238095238
841,0.0,-0.9976190476190476
842,1.0,-0.18714285714285714
843,1.0,-0.1442857142857143
844,1.0,-0.06095238095238095
845,1.0,-0.17952380952380953
846,0.6,-0.4685714285714286
847,1.0,-0.14952380952380953
848,1.0,-0.11285714285714285
849,0.4,-0.68
850,0.2,-0.8395238095238096
851,1.0,-0.09857142857142857
852,1.0,-0.13238095238095238
853,0.4,-0.6228571428571429
854,1.0,-0.10142857142857142
855,1.0,-0.1438095238095238
856,1.0,-0.12523809523809523
857,1.0,-0.13523809523809524
858,1.0,-0.23523809523809525
859,0.6,-0.4480952380952381
860,1.0,-0.10904761904761905
861,0.6,-0.47
862,1.0,-0.12571428571428572
863,0.2,-0.8304761904761905
864,1.0,-0.06190476190476191
865,0.4,-0.621904761904762
866,0.2,-0.8214285714285714
867,0.0,-0.9976190476190476
868,0.4,-0.6209523809523809
869,0.2,-0.8104761904761905
870,1.0,-0.07047619047619047
871,1.0,-0.12904761904761905
872,0.4,-0.6738095238095239
873,1.0,-0.23238095238095238
874,0.6,-0.45
875,0.0,-0.9976190476190476
876,1.0,-0.15142857142857144
877,1.0,-0.20238095238095238
878,0.4,-0.6519047619047619
879,0.6,-0.5419047619047619
880,1.0,-0.05714285714285714
881,0.2,-0.8142857142857143
882,0.2,-0.8104761904761905
883,0.6,-0.4661904761904762
884,0.0,-0.9976190476190476
885,0.8,-0.2980952380952381
886,0.4,-0.6223809523809524
887,0.6,-0.4480952380952381
